"gene_id"	"transcript_id"	"gene_sympol"	"gene_name"	"pfam_sympol"	"seed_ortholog"	"evalue"
"ptg000041lG000023"	"ptg000041lG000023.mRNA1"	"-"	"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)"	"Lectin_C"	"8081.XP_008419628.1"	4.98e-102
"ptg000041lG000024"	"ptg000041lG000024.mRNA1"	"-"	"C-type lectin (CTL) or carbohydrate-recognition domain (CRD)"	"Lectin_C"	"8081.XP_008419628.1"	5e-102
"ptg000041lG000025"	"ptg000041lG000025.mRNA1"	"MARCKSL1"	"MARCKS-related protein-like"	"MARCKS"	"215358.XP_010731444.1"	7.28e-74
"ptg000041lG000026"	"ptg000041lG000026.mRNA1"	"Rpd3"	"histone deacetylase"	"Hist_deacetyl"	"215358.XP_010731445.1"	8.72e-281
"ptg000041lG000027"	"ptg000041lG000027.mRNA1"	"EIF3I"	"component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation"	"WD40"	"32507.XP_006806095.1"	4.9e-239
"ptg000041lG000028"	"ptg000041lG000028.mRNA1"	"TXLNA"	"Taxilin alpha"	"Taxilin"	"215358.XP_010731446.1"	0
"ptg000041lG000029"	"ptg000041lG000029.mRNA1"	"KPNA6"	"Karyopherin alpha 6 (importin alpha 7)"	"Arm,Arm_3,IBB"	"215358.XP_010731447.1"	8.89e-242
"ptg000041lG000030"	"ptg000041lG000030.mRNA1"	"-"	"carbohydrate binding"	"Lectin_C"	"32507.XP_006808444.1"	7.1e-19
"ptg000041lG000031"	"ptg000041lG000031.mRNA1"	"KHDRBS1"	"KH domain containing, RNA binding, signal transduction associated"	"KH_1,Qua1,Sam68-YY"	"144197.XP_008282110.1"	4.55e-201
"ptg000041lG000032"	"ptg000041lG000032.mRNA1"	"-"	"Homeobox-containing protein 1-like isoform X1"	"HNF-1_N,Homeobox"	"144197.XP_008282109.1"	7.94e-304
"ptg000041lG000033"	"ptg000041lG000033.mRNA1"	"-"	"Transmembrane protein 54"	"BCLP"	"215358.XP_010739284.1"	7.55e-156
"ptg000041lG000034"	"ptg000041lG000034.mRNA1"	"HPCA"	"Hippocalcin"	"EF-hand_1,EF-hand_7"	"31033.ENSTRUP00000032137"	6.29e-87
"ptg000041lG000035"	"ptg000041lG000035.mRNA1"	"NT5C1A"	"5'-nucleotidase, cytosolic IA"	"5-nucleotidase"	"303518.XP_005745299.1"	1.53e-266
"ptg000041lG000036"	"ptg000041lG000036.mRNA1"	"HPCAL4"	"Hippocalcin like 4"	"EF-hand_1,EF-hand_7"	"215358.XP_010739277.1"	3.11e-136
"ptg000041lG000037"	"ptg000041lG000037.mRNA1"	"PQLC1"	"PQ loop repeat containing 1"	"PQ-loop"	"215358.XP_010739275.1"	1.24e-193
"ptg000041lG000039"	"ptg000041lG000039.mRNA1"	"KCNG2"	"Potassium voltage-gated channel, subfamily G, member"	"BTB_2,Ion_trans"	"215358.XP_010739283.1"	0
"ptg000041lG000040"	"ptg000041lG000040.mRNA1"	"CTDP1"	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1"	"BRCT,FCP1_C,NIF,PTCB-BRCT"	"215358.XP_010739272.1"	0
"ptg000041lG000041"	"ptg000041lG000041.mRNA1"	"ADCK5"	"protein serine/threonine kinase activity"	"ABC1"	"9986.ENSOCUP00000002987"	5.11e-24
"ptg000041lG000042"	"ptg000041lG000042.mRNA1"	"ADCK5"	"aarF domain containing kinase 5"	"ABC1"	"215358.XP_010739270.1"	0
"ptg000041lG000043"	"ptg000041lG000043.mRNA1"	"CPSF1"	"Cleavage and polyadenylation specific factor 1"	"CPSF_A,MMS1_N"	"215358.XP_010739269.1"	0
"ptg000041lG000044"	"ptg000041lG000044.mRNA1"	"PARP10"	"Ubiquitin interaction motif"	"PARP,UIM,WWE"	"215358.XP_010739267.1"	0
"ptg000041lG000045"	"ptg000041lG000045.mRNA1"	"ST3GAL1"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"	"Glyco_transf_29"	"215358.XP_010741185.1"	1.67e-250
"ptg000041lG000046"	"ptg000041lG000046.mRNA1"	"KHDRBS3"	"KH domain containing, RNA binding, signal transduction associated 3"	"KH_1,Qua1,Sam68-YY"	"144197.XP_008297677.1"	6.7e-179
"ptg000041lG000047"	"ptg000041lG000047.mRNA1"	"FAM135B"	"Family with sequence similarity 135 member B"	"DUF3657,DUF676"	"215358.XP_010737429.1"	0
"ptg000041lG000048"	"ptg000041lG000048.mRNA1"	"-"	"Collagen alpha-1(IX) chain-like"	"Collagen"	"215358.XP_010737428.1"	6.26e-185
"ptg000041lG000049"	"ptg000041lG000049.mRNA1"	"-"	"Collagen alpha-1(IX) chain-like"	"Collagen"	"215358.XP_010737427.1"	3.23e-22
"ptg000041lG000051"	"ptg000041lG000051.mRNA1"	"-"	"-"	"-"	"8153.XP_005947363.1"	1.57e-121
"ptg000041lG000052"	"ptg000041lG000052.mRNA1"	"KCNK9"	"Potassium channel subfamily K member"	"Ion_trans_2"	"144197.XP_008284126.1"	0
"ptg000041lG000053"	"ptg000041lG000053.mRNA1"	"TRAPPC9"	"trafficking protein particle complex"	"TRAPPC9-Trs120"	"215358.XP_010737424.1"	0
"ptg000041lG000054"	"ptg000041lG000054.mRNA1"	"-"	"Progestin and adipoQ receptor family member VII, a"	"HlyIII"	"215358.XP_010737423.1"	7.81e-241
"ptg000041lG000055"	"ptg000041lG000055.mRNA1"	"-"	"Progestin and adipoQ receptor family member VII, a"	"HlyIII"	"215358.XP_010737420.1"	8.32e-242
"ptg000041lG000056"	"ptg000041lG000056.mRNA1"	"TMEM222"	"Transmembrane protein 222-like"	"DUF778"	"215358.XP_010738159.1"	2.39e-136
"ptg000041lG000057"	"ptg000041lG000057.mRNA1"	"TPBGL"	"Trophoblast"	"LRR_8"	"215358.XP_010738160.1"	6.59e-205
"ptg000041lG000058"	"ptg000041lG000058.mRNA1"	"-"	"-"	"-"	"215358.XP_010738162.1"	1.49e-252
"ptg000041lG000059"	"ptg000041lG000059.mRNA1"	"ARID1A"	"AT rich interactive domain 1Ab (SWI-like)"	"ARID,BAF250_C"	"215358.XP_010738171.1"	0
"ptg000041lG000060"	"ptg000041lG000060.mRNA1"	"-"	"T, brachyury homolog a"	"T-box"	"215358.XP_010738164.1"	1.09e-281
"ptg000041lG000061"	"ptg000041lG000061.mRNA1"	"NUDC"	"Nuclear distribution gene C homolog"	"CS,NuDC,Nudc_N"	"215358.XP_010738165.1"	8.8e-206
"ptg000041lG000062"	"ptg000041lG000062.mRNA1"	"NR0B2"	"Nuclear receptor subfamily 0 group B member"	"Hormone_recep"	"215358.XP_010738166.1"	2.61e-190
"ptg000041lG000063"	"ptg000041lG000063.mRNA1"	"-"	"Keratinocyte differentiation factor"	"DUF4656"	"144197.XP_008295583.1"	4.04e-208
"ptg000041lG000064"	"ptg000041lG000064.mRNA1"	"ZDHHC18"	"Belongs to the DHHC palmitoyltransferase family"	"DHHC"	"215358.XP_010738172.1"	9.83e-172
"ptg000041lG000065"	"ptg000041lG000065.mRNA1"	"FAM46B"	"Family with sequence similarity 46, member Bb"	"NTP_transf_7"	"215358.XP_010738168.1"	2.81e-277
"ptg000041lG000066"	"ptg000041lG000066.mRNA1"	"OPRD1"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010738169.1"	5.4e-273
"ptg000041lG000067"	"ptg000041lG000067.mRNA1"	"-"	"Phosphatase and actin regulator"	"RPEL"	"215358.XP_010738173.1"	0
"ptg000041lG000068"	"ptg000041lG000068.mRNA1"	"EDN2"	"Endothelin 2"	"Endothelin"	"215358.XP_010738170.1"	4.07e-92
"ptg000041lG000069"	"ptg000041lG000069.mRNA1"	"-"	"Human immunodeficiency virus type I enhancer binding protein 3a"	"zf-C2H2"	"215358.XP_010738174.1"	0
"ptg000041lG000072"	"ptg000041lG000072.mRNA1"	"SERINC2"	"Serine incorporator"	"Serinc"	"215358.XP_010751943.1"	0
"ptg000041lG000074"	"ptg000041lG000074.mRNA1"	"PKIB"	"cAMP-dependent protein kinase inhibitor"	"PKI"	"215358.XP_010751942.1"	1.61e-44
"ptg000041lG000075"	"ptg000041lG000075.mRNA1"	"STMN1"	"Belongs to the stathmin family"	"Stathmin"	"215358.XP_010736664.1"	3.41e-80
"ptg000041lG000076"	"ptg000041lG000076.mRNA1"	"PTPRU"	"Protein tyrosine phosphatase, receptor type, U, a"	"MAM,Y_phosphatase,fn3"	"215358.XP_010736665.1"	0
"ptg000041lG000077"	"ptg000041lG000077.mRNA1"	"GMEB1"	"Glucocorticoid modulatory element binding protein 1"	"SAND"	"215358.XP_010736666.1"	0
"ptg000041lG000078"	"ptg000041lG000078.mRNA1"	"-"	"RAB42, member RAS oncogene family a"	"Ras"	"215358.XP_010736667.1"	5.71e-159
"ptg000041lG000079"	"ptg000041lG000079.mRNA1"	"CTPS2"	"Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen"	"CTP_synth_N,GATase"	"215358.XP_010736669.1"	0
"ptg000041lG000081"	"ptg000041lG000081.mRNA1"	"CITED2"	"Cbp p300-interacting transactivator"	"CITED"	"215358.XP_010736671.1"	8.58e-120
"ptg000041lG000082"	"ptg000041lG000082.mRNA1"	"-"	"forkhead box"	"FOXO-TAD,FOXO_KIX_bdg,Forkhead"	"215358.XP_010736672.1"	0
"ptg000041lG000083"	"ptg000041lG000083.mRNA1"	"-"	"forkhead box"	"FOXO-TAD,FOXO_KIX_bdg,Forkhead"	"144197.XP_008298609.1"	3.65e-109
"ptg000041lG000084"	"ptg000041lG000084.mRNA1"	"RPA2"	"Replication protein"	"RPA_C"	"215358.XP_010736674.1"	3.27e-131
"ptg000041lG000085"	"ptg000041lG000085.mRNA1"	"PDIK1L"	"PDLIM1 interacting kinase 1 like"	"Pkinase"	"8128.ENSONIP00000012946"	3.2e-253
"ptg000041lG000086"	"ptg000041lG000086.mRNA1"	"lin28a"	"DNA binding"	"CSD,zf-CCHC"	"215358.XP_010753554.1"	8.4e-76
"ptg000041lG000087"	"ptg000041lG000087.mRNA1"	"MANEAL"	"Glycoprotein endo-alpha-1,2-mannosidase-like"	"Glyco_hydro_99"	"215358.XP_010753553.1"	0
"ptg000041lG000088"	"ptg000041lG000088.mRNA1"	"SF3A3"	"Splicing factor 3a, subunit"	"DUF3449,SF3A3,SF3a60_bindingd,Telomere_Sde2_2"	"215358.XP_010751063.1"	0
"ptg000041lG000089"	"ptg000041lG000089.mRNA1"	"UBE2E2"	"ubiquitin-conjugating enzyme"	"UQ_con"	"8081.XP_008419499.1"	1.02e-127
"ptg000041lG000090"	"ptg000041lG000090.mRNA1"	"UBE2E1"	"ubiquitin-conjugating enzyme"	"UQ_con"	"215358.XP_010751058.1"	1.14e-114
"ptg000041lG000091"	"ptg000041lG000091.mRNA1"	"NKIRAS1"	"NF-kappa-B inhibitor-interacting Ras-like protein 1"	"Ras"	"32507.XP_006808656.1"	1.46e-127
"ptg000041lG000092"	"ptg000041lG000092.mRNA1"	"RPL15"	"Belongs to the eukaryotic ribosomal protein eL15 family"	"Ribosomal_L15e"	"215358.XP_010744993.1"	2.26e-149
"ptg000041lG000093"	"ptg000041lG000093.mRNA1"	"NR1D2"	"Nuclear receptor subfamily 1, group D, member"	"Hormone_recep,zf-C4"	"215358.XP_010744992.1"	0
"ptg000041lG000094"	"ptg000041lG000094.mRNA1"	"THRB"	"Thyroid hormone receptor beta"	"Hormone_recep,zf-C4"	"106582.XP_004561072.1"	1.31e-148
"ptg000041lG000095"	"ptg000041lG000095.mRNA1"	"THRB"	"Thyroid hormone receptor beta"	"Hormone_recep,zf-C4"	"215358.XP_010744988.1"	2.18e-121
"ptg000041lG000097"	"ptg000041lG000097.mRNA1"	"RARB"	"Retinoic acid receptor beta"	"Hormone_recep,zf-C4"	"215358.XP_010744987.1"	2.82e-235
"ptg000041lG000098"	"ptg000041lG000098.mRNA1"	"TOP2B"	"Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks"	"DNA_gyraseB,DNA_topoisoIV,DTHCT,HATPase_c,TOPRIM_C,Toprim"	"215358.XP_010744985.1"	0
"ptg000041lG000099"	"ptg000041lG000099.mRNA1"	"NGLY1"	"N-glycanase 1"	"PAW,PUB,Rad4,Thioredoxin,Transglut_core"	"215358.XP_010744994.1"	0
"ptg000041lG000100"	"ptg000041lG000100.mRNA1"	"OXSM"	"Belongs to the beta-ketoacyl-ACP synthases family"	"Ketoacyl-synt_C,ketoacyl-synt"	"215358.XP_010749462.1"	0
"ptg000041lG000101"	"ptg000041lG000101.mRNA1"	"LRRC3B"	"Leucine rich repeat containing 3B"	"LRRNT,LRR_1,LRR_5,LRR_6,LRR_8"	"215358.XP_010749463.1"	5.87e-161
"ptg000041lG000102"	"ptg000041lG000102.mRNA1"	"SEPT7"	"Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family"	"Septin"	"215358.XP_010749465.1"	1.35e-284
"ptg000041lG000103"	"ptg000041lG000103.mRNA1"	"EEPD1"	"Endonuclease exonuclease phosphatase family domain containing 1"	"Exo_endo_phos,HHH_3"	"215358.XP_010749467.1"	0
"ptg000041lG000104"	"ptg000041lG000104.mRNA1"	"KIAA0895"	"Si dkey-222b8.4"	"DUF1704"	"215358.XP_010735955.1"	0
"ptg000041lG000105"	"ptg000041lG000105.mRNA1"	"ANLN"	"Anillin, actin binding protein"	"Anillin,Anillin_N,PH"	"215358.XP_010750456.1"	0
"ptg000041lG000106"	"ptg000041lG000106.mRNA1"	"ASNS"	"Asparagine synthetase"	"Asn_synthase,GATase_7"	"215358.XP_010750455.1"	0
"ptg000041lG000107"	"ptg000041lG000107.mRNA1"	"TAC1"	"Tachykinin 1"	"-"	"215358.XP_010750453.1"	1.52e-70
"ptg000041lG000108"	"ptg000041lG000108.mRNA1"	"ACN9"	"Succinate dehydrogenase complex assembly factor 3"	"Complex1_LYR_2"	"215358.XP_010750451.1"	1.09e-79
"ptg000041lG000109"	"ptg000041lG000109.mRNA1"	"C1GALT1"	"Glycosyltransferase that generates the core 1 O-glycan Gal-beta1-3GalNAc-alpha1-Ser Thr (T antigen), which is a precursor for many extended O-glycans in glycoproteins"	"Fringe"	"215358.XP_010750450.1"	5.16e-250
"ptg000041lG000110"	"ptg000041lG000110.mRNA1"	"COL28A1"	"Collagen, type XXVIII, alpha 1"	"Collagen,Kunitz_BPTI,VWA"	"215358.XP_010750449.1"	2.3e-250
"ptg000041lG000112"	"ptg000041lG000112.mRNA1"	"COL28A1"	"Collagen, type XXVIII, alpha 1"	"Collagen,Kunitz_BPTI,VWA"	"215358.XP_010753195.1"	2.53e-156
"ptg000041lG000113"	"ptg000041lG000113.mRNA1"	"RPA3"	"Replication protein"	"Rep_fac-A_3"	"215358.XP_010753193.1"	9.61e-84
"ptg000041lG000114"	"ptg000041lG000114.mRNA1"	"RPA3OS"	"RPA3 opposite strand"	"DUF2464"	"215358.XP_010753194.1"	2.98e-99
"ptg000041lG000115"	"ptg000041lG000115.mRNA1"	"GLCCI1"	"transcript 1"	"FAM117"	"215358.XP_010753196.1"	0
"ptg000041lG000116"	"ptg000041lG000116.mRNA1"	"PHF14"	"PHD finger protein"	"PHD,zf-HC5HC2H_2"	"144197.XP_008279639.1"	0
"ptg000041lG000117"	"ptg000041lG000117.mRNA1"	"NXPH1"	"May be signaling molecules that resemble neuropeptides"	"Neurexophilin"	"215358.XP_010739726.1"	2.15e-186
"ptg000041lG000119"	"ptg000041lG000119.mRNA1"	"THSD7A"	"Thrombospondin, type I, domain containing 7A"	"TSP_1"	"215358.XP_010739728.1"	0
"ptg000041lG000120"	"ptg000041lG000120.mRNA1"	"TMEM106B"	"Transmembrane protein 106Bb"	"DUF1356"	"215358.XP_010739724.1"	2.91e-185
"ptg000041lG000121"	"ptg000041lG000121.mRNA1"	"SCIN"	"Scinderin"	"Gelsolin"	"215358.XP_010739723.1"	0
"ptg000041lG000122"	"ptg000041lG000122.mRNA1"	"SCIN"	"Scinderin"	"Gelsolin"	"215358.XP_010739723.1"	0
"ptg000041lG000123"	"ptg000041lG000123.mRNA1"	"ARL4A"	"ADP-ribosylation factor-like"	"Arf"	"215358.XP_010746715.1"	1.93e-145
"ptg000041lG000124"	"ptg000041lG000124.mRNA1"	"mox"	"homeobox"	"Homeobox"	"215358.XP_010746718.1"	2.75e-213
"ptg000041lG000125"	"ptg000041lG000125.mRNA1"	"-"	"Immunoglobulin superfamily, DCC subclass, member"	"I-set,fn3"	"215358.XP_010746741.1"	0
"ptg000041lG000126"	"ptg000041lG000126.mRNA1"	"Akhr"	"Belongs to the G-protein coupled receptor 1 family"	"7tm_1"	"215358.XP_010746719.1"	1.81e-274
"ptg000041lG000127"	"ptg000041lG000127.mRNA1"	"GATAD2B"	"GATA zinc finger domain containing 2B"	"GATA,P66_CC"	"215358.XP_010746720.1"	0
"ptg000041lG000128"	"ptg000041lG000128.mRNA1"	"TXNIP"	"Thioredoxin interacting protein"	"Arrestin_C,Arrestin_N"	"215358.XP_010746725.1"	5.37e-292
"ptg000041lG000129"	"ptg000041lG000129.mRNA1"	"CHTOP"	"Chromatin target of"	"FoP_duplication"	"215358.XP_010746726.1"	1.84e-109
"ptg000041lG000130"	"ptg000041lG000130.mRNA1"	"SNAPIN"	"SNARE-associated protein"	"Snapin_Pallidin"	"215358.XP_010746727.1"	3.1e-83
"ptg000041lG000131"	"ptg000041lG000131.mRNA1"	"Smad4"	"Mothers against decapentaplegic homolog 4-like"	"MH1,MH2"	"215358.XP_010746731.1"	0
"ptg000041lG000132"	"ptg000041lG000132.mRNA1"	"PEX11B"	"Peroxisomal biogenesis factor 11 beta"	"PEX11"	"215358.XP_010746729.1"	5.46e-188
"ptg000041lG000133"	"ptg000041lG000133.mRNA1"	"ILF2"	"Interleukin enhancer binding factor 2"	"DZF"	"106582.XP_004561043.1"	3.52e-259
"ptg000041lG000136"	"ptg000041lG000136.mRNA1"	"-"	"Si dkey-81h8.1"	"CD20"	"144197.XP_008279726.1"	2.26e-125
"ptg000041lG000137"	"ptg000041lG000137.mRNA1"	"sema4a"	"Sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin)"	"PSI,Sema"	"215358.XP_010746733.1"	0
"ptg000041lG000139"	"ptg000041lG000139.mRNA1"	"s100a14"	"S100 calcium binding protein"	"S_100"	"215358.XP_010746735.1"	2.92e-66
"ptg000041lG000140"	"ptg000041lG000140.mRNA1"	"THAP7"	"THAP domain containing 7"	"THAP"	"215358.XP_010746743.1"	0
"ptg000041lG000141"	"ptg000041lG000141.mRNA1"	"PMEPA1"	"Low density lipoprotein receptor class A domain containing 4"	"Ldl_recept_a"	"215358.XP_010746744.1"	1.33e-197
"ptg000041lG000142"	"ptg000041lG000142.mRNA1"	"ARHGEF2"	"Rho guanine nucleotide exchange factor"	"C1_1,PH,RhoGEF"	"215358.XP_010746745.1"	0
"ptg000041lG000143"	"ptg000041lG000143.mRNA1"	"TPM3"	"Belongs to the tropomyosin family"	"Tropomyosin"	"244447.XP_008330010.1"	8.74e-20
"ptg000041lG000144"	"ptg000041lG000144.mRNA1"	"-"	"Belongs to the protein kinase superfamily"	"Pkinase"	"215358.XP_010746738.1"	2.71e-260
"ptg000041lG000145"	"ptg000041lG000145.mRNA1"	"SSR2"	"TRAP proteins are part of a complex whose function is to bind calcium to the ER membrane and thereby regulate the retention of ER resident proteins"	"TRAP_beta"	"215358.XP_010746739.1"	1.26e-128
"ptg000041lG000146"	"ptg000041lG000146.mRNA1"	"SOSTDC1"	"Sclerostin domain-containing protein 1-like"	"Sclerostin"	"215358.XP_010744315.1"	4.64e-135
"ptg000041lG000147"	"ptg000041lG000147.mRNA1"	"ANKMY2"	"Ankyrin repeat and MYND"	"Ank_2,Ank_4,Ank_5,zf-MYND"	"215358.XP_010744314.1"	3.47e-280
"ptg000041lG000148"	"ptg000041lG000148.mRNA1"	"BZW2"	"Basic leucine zipper and W2"	"W2"	"215358.XP_010744304.1"	8e-293
"ptg000041lG000149"	"ptg000041lG000149.mRNA1"	"TSPAN13"	"Belongs to the tetraspanin (TM4SF) family"	"Tetraspannin"	"8128.ENSONIP00000020070"	5.88e-131
"ptg000041lG000150"	"ptg000041lG000150.mRNA1"	"AGR2"	"Anterior gradient protein 2 homolog"	"Thioredoxin_7"	"215358.XP_010744303.1"	5.95e-115
"ptg000041lG000151"	"ptg000041lG000151.mRNA1"	"PPP1R10"	"phosphatase 1 regulatory subunit"	"Med26,zf-CCCH"	"215358.XP_010744301.1"	0
"ptg000041lG000152"	"ptg000041lG000152.mRNA1"	"MRPS18B"	"ribosomal protein S18B"	"Ribosomal_S18"	"215358.XP_010744300.1"	3.56e-186
"ptg000041lG000153"	"ptg000041lG000153.mRNA1"	"ABCF1"	"ATP-binding cassette, sub-family F"	"ABC_tran,ABC_tran_Xtn"	"215358.XP_010744299.1"	0
"ptg000041lG000154"	"ptg000041lG000154.mRNA1"	"C6orf136"	"Chromosome 6 open reading frame 136"	"DUF2358"	"215358.XP_010744298.1"	0
"ptg000041lG000155"	"ptg000041lG000155.mRNA1"	"BAG6"	"Large proline-rich protein"	"DUF3538,ubiquitin"	"215358.XP_010744311.1"	0
"ptg000041lG000156"	"ptg000041lG000156.mRNA1"	"-"	"Regulator of G protein signalling domain"	"RGS"	"215358.XP_010744297.1"	5.78e-235
"ptg000041lG000157"	"ptg000041lG000157.mRNA1"	"ATAT1"	"this activity may be independent of acetylation activity. Acetylates alpha-tubulin with a slow enzymatic rate, due to a catalytic site that is not optimized for acetyl transfer. Enters the microtubule through each end and diffuses quickly throughout the lumen of microtubules. Acetylates only long old microtubules because of its slow acetylation rate since it does not have time to act on dynamically unstable microtubules before the enzyme is released. May be involved in neuron development"	"Acetyltransf_16"	"215358.XP_010744295.1"	1.32e-275
"ptg000041lG000158"	"ptg000041lG000158.mRNA1"	"TNF"	"Tumor necrosis"	"TNF"	"215358.XP_010744292.1"	1.22e-158
"ptg000041lG000159"	"ptg000041lG000159.mRNA1"	"GABBR1"	"gamma-aminobutyric acid type B receptor subunit"	"7tm_3,ANF_receptor,Sushi"	"215358.XP_010744310.1"	0
"ptg000041lG000160"	"ptg000041lG000160.mRNA1"	"GABBR1"	"gamma-aminobutyric acid type B receptor subunit"	"7tm_3,ANF_receptor,Sushi"	"7994.ENSAMXP00000018481"	2.51e-90
"ptg000041lG000161"	"ptg000041lG000161.mRNA1"	"SH3BP5L"	"SH3 domain-binding protein 5-like"	"SH3BP5"	"215358.XP_010744309.1"	0
"ptg000041lG000162"	"ptg000041lG000162.mRNA1"	"GTF2H4"	"General transcription factor IIH"	"Tfb2"	"215358.XP_010744291.1"	0
"ptg000041lG000163"	"ptg000041lG000163.mRNA1"	"DDX39B"	"Spliceosome RNA helicase DDX39B-like"	"DEAD,Helicase_C"	"215358.XP_010744287.1"	3.54e-305
"ptg000041lG000164"	"ptg000041lG000164.mRNA1"	"MGAT1"	"Mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase b"	"GNT-I"	"215358.XP_010744285.1"	0
"ptg000041lG000165"	"ptg000041lG000165.mRNA1"	"VARS2"	"valyl-tRNA synthetase 2, mitochondrial"	"Anticodon_1,tRNA-synt_1"	"215358.XP_010744307.1"	0
"ptg000041lG000166"	"ptg000041lG000166.mRNA1"	"PPP1R11"	"Protein phosphatase 1 regulatory"	"PPI_Ypi1"	"215358.XP_010744284.1"	1.04e-83
"ptg000041lG000167"	"ptg000041lG000167.mRNA1"	"C6orf47"	"protein C6orf47 homolog"	"DUF4661"	"215358.XP_010744283.1"	3.22e-183
"ptg000041lG000168"	"ptg000041lG000168.mRNA1"	"SACM1L"	"SAC1 suppressor of actin mutations 1-like a (yeast)"	"Syja_N"	"215358.XP_010744281.1"	0
"ptg000041lG000169"	"ptg000041lG000169.mRNA1"	"EPPK1"	"Epiplakin 1"	"Plectin"	"48698.ENSPFOP00000030428"	0
"ptg000041lG000170"	"ptg000041lG000170.mRNA1"	"FBXL6"	"F-box and leucine-rich repeat protein 6"	"F-box-like,LRR_6"	"215358.XP_010744276.1"	0
"ptg000041lG000171"	"ptg000041lG000171.mRNA1"	"-"	"Zgc 109744"	"-"	"215358.XP_010744275.1"	0
"ptg000041lG000172"	"ptg000041lG000172.mRNA1"	"SLC52A2"	"Solute carrier family 52 (riboflavin transporter), member"	"DUF1011"	"215358.XP_010744273.1"	2.7e-306
"ptg000041lG000173"	"ptg000041lG000173.mRNA1"	"SLC52A3"	"Protein of unknown function (DUF1011)"	"DUF1011"	"215358.XP_010744272.1"	0
"ptg000041lG000174"	"ptg000041lG000174.mRNA1"	"NFATC1"	"Nuclear factor of activated T-cells, cytoplasmic"	"RHD_DNA_bind,RHD_dimer"	"215358.XP_010744271.1"	2.5e-185
"ptg000041lG000175"	"ptg000041lG000175.mRNA1"	"NFATC1"	"Nuclear factor of activated T-cells, cytoplasmic"	"RHD_DNA_bind,RHD_dimer"	"215358.XP_010744271.1"	0
"ptg000041lG000176"	"ptg000041lG000176.mRNA1"	"ATP9B"	"ATPase, class II, type 9B"	"Cation_ATPase,E1-E2_ATPase,Hydrolase,PhoLip_ATPase_C,PhoLip_ATPase_N"	"303518.XP_005739821.1"	0
"ptg000041lG000177"	"ptg000041lG000177.mRNA1"	"SALL3"	"Sal-like 3b (Drosophila)"	"zf-C2H2,zf-C2H2_4,zf-met"	"215358.XP_010740593.1"	0
"ptg000041lG000179"	"ptg000041lG000179.mRNA1"	"GALR1"	"Galanin receptor"	"7tm_1"	"215358.XP_010740592.1"	4.45e-253
"ptg000041lG000180"	"ptg000041lG000180.mRNA1"	"-"	"Myelin basic"	"Myelin_MBP"	"215358.XP_010740584.1"	4.77e-71
"ptg000041lG000181"	"ptg000041lG000181.mRNA1"	"-"	"Zinc finger and BTB"	"BTB"	"215358.XP_010740583.1"	0
"ptg000041lG000182"	"ptg000041lG000182.mRNA1"	"SCN1B"	"Sodium channel, voltage-gated, type I, beta b"	"V-set"	"215358.XP_010740582.1"	9.41e-155
"ptg000041lG000183"	"ptg000041lG000183.mRNA1"	"LMNA"	"Belongs to the intermediate filament family"	"Filament,LTD"	"215358.XP_010740591.1"	7.15e-298
"ptg000041lG000184"	"ptg000041lG000184.mRNA1"	"LMNA"	"Belongs to the intermediate filament family"	"Filament,LTD"	"7918.ENSLOCP00000010764"	4.96e-42
"ptg000041lG000185"	"ptg000041lG000185.mRNA1"	"USF2"	"Upstream transcription factor 2, c-fos interacting"	"HLH"	"215358.XP_010740580.1"	5.87e-211
"ptg000041lG000186"	"ptg000041lG000186.mRNA1"	"TEKT2"	"Tektin 2 (testicular)"	"Tektin"	"215358.XP_010740579.1"	1.52e-278
"ptg000041lG000187"	"ptg000041lG000187.mRNA1"	"FFAR1"	"Free fatty acid receptor"	"7tm_1"	"215358.XP_010740590.1"	7.37e-238
"ptg000041lG000188"	"ptg000041lG000188.mRNA1"	"FFAR2"	"Free fatty acid receptor"	"7tm_1"	"215358.XP_010740589.1"	7.87e-243
"ptg000041lG000189"	"ptg000041lG000189.mRNA1"	"AGO3"	"Required for RNA-mediated gene silencing (RNAi). Binds to short RNAs such as microRNAs (miRNAs) and represses the translation of mRNAs which are complementary to them. Lacks endonuclease activity and does not appear to cleave target mRNAs"	"ArgoL1,ArgoL2,ArgoMid,ArgoN,PAZ,Piwi"	"215358.XP_010740571.1"	0
